isco_code,anzsco_code,anzsco_title,match_quality
3411,599212,Court Bailiff or Sheriff (Aus) / Court Collections Officer (NZ),exact
3411,599213,Court Orderly (Aus) / Court Registry Officer (NZ),exact
3411,599214,Law Clerk,partial
3411,599215,Trust Officer,exact
3412,223112,Recruitment Consultant,partial
3412,224912,Liaison Officer,partial
3412,224999,Information and Organisation Professionals nec,partial
3412,411512,Kaiāwhina (Hauora) (Māori Health Assistant),exact
3412,411711,Community Worker,partial
3412,411712,Disabilities Services Officer,partial
3412,411713,Family Support Worker,exact
3412,411715,Residential Care Officer,partial
3412,411716,Youth Worker,partial
3412,421112,Family Day Care Worker,partial
3412,423411,Child or Youth Residential Care Assistant,partial
3412,423413,Refuge Worker,exact
3413,272211,Minister of Religion,partial
3413,451816,Religious Assistant,exact
3421,452411,Footballer,exact
3421,452412,Golfer,exact
3421,452413,Jockey,exact
3421,452499,Sportspersons nec,partial
3422,452311,Diving Instructor (Open Water),exact
3422,452312,Gymnastics Coach or Instructor,exact
3422,452314,Snowsport Instructor,exact
3422,452315,Swimming Coach or Instructor,exact
3422,452316,Tennis Coach,exact
3422,452317,Other Sports Coach or Instructor,partial
3422,452318,Dog and Horse Racing Official,exact
3422,452321,Sports Development Officer,exact
3422,452322,Sports Umpire,exact
3422,452323,Other Sports Official,exact
3423,452111,Fitness Instructor,partial
3423,452211,Bungy Jump Master,exact
3423,452212,Fishing Guide,exact
3423,452213,Hunting Guide,exact
3423,452214,Mountain or Glacier Guide,exact
3423,452215,Outdoor Adventure Instructor,exact
3423,452216,Trekking Guide,exact
3423,452217,Whitewater Rafting Guide,exact
3423,452299,Outdoor Adventure Guides nec,exact
3423,452313,Horse Riding Coach or Instructor,exact
3431,211311,Photographer,exact
3431,399915,Photographer's Assistant,partial
3432,232511,Interior Designer,partial
3432,399912,Interior Decorator,exact
3432,639511,Visual Merchandiser,partial
3433,399311,Gallery or Museum Technician,exact
3433,399312,Library Technician,exact
3434,351311,Chef,partial
3435,211199,"Actors, Dancers and Other Entertainers nec",partial
3435,212112,Media Producer (excluding Video),partial
3435,212316,Stage Manager,partial
3435,399513,Light Technician,exact
3435,399517,Television Equipment Operator,partial
3435,399599,Performing Arts Technicians nec,partial
3435,451814,Body Artist,exact
3435,599912,"Production Assistant (Film, Television, Radio or Stage)",partial
3435,639511,Visual Merchandiser,partial
3511,313199,ICT Support Technicians nec,partial
3512,313112,ICT Customer Support Officer,partial
3513,313112,ICT Customer Support Officer,partial
3514,313113,Web Administrator,exact
3521,342312,Communications Operator,exact
3521,399511,Broadcast Transmitter Operator,exact
3521,399512,"Camera Operator (Film, Television or Video)",exact
3521,399516,Sound Technician,exact
3521,399517,Television Equipment Operator,partial
3521,399599,Performing Arts Technicians nec,partial
3521,711199,"Clay, Concrete, Glass and Stone Processing Machine Operators nec",partial
3521,711912,Motion Picture Projectionist,partial
3521,711999,Machine Operators nec,partial
3522,313211,Radiocommunications Technician,partial
3522,313212,Telecommunications Field Engineer,exact
3522,313213,Telecommunications Network Planner,exact
3522,313214,Telecommunications Technical Officer or Technologist,exact
4110,531111,General Clerk,exact
4120,521211,Secretary (General),partial
4131,532113,Word Processing Operator,exact
4132,532111,Data Entry Operator,exact
4211,552111,Bank Worker,exact
4212,431311,Gaming Worker,partial
4212,552311,Bookmaker,exact
4212,561111,Betting Agency Counter Clerk,exact
4212,561112,Bookmaker's Clerk,exact
4212,561113,Telephone Betting Clerk,exact
4212,561199,Betting Clerks nec,exact
4213,621111,Sales Assistant (General),partial
4214,599311,Debt Collector,exact
4221,451611,Tourist Information Officer,exact
4221,451612,Travel Consultant,exact
4221,639411,Ticket Seller,partial
4222,541112,Call or Contact Centre Operator,exact
4223,561611,Switchboard Operator,exact
4224,542113,Hotel or Motel Receptionist,exact
4225,541211,Information Officer,exact
4226,542111,Receptionist (General),exact
4226,542114,Medical Receptionist,partial
4227,561511,Survey Interviewer,exact
4229,542112,Admissions Clerk,exact
4229,599914,Radio Despatcher,exact
4311,551111,Accounts Clerk,exact
4311,551112,Cost Clerk,exact
4311,551211,Bookkeeper,partial
4312,552312,Insurance Consultant,partial
4312,552313,Money Market Clerk,partial
4312,552314,Statistical Clerk,partial
4312,561911,Classified Advertising Clerk,partial
4312,561999,Clerical and Office Support Workers nec,partial
4312,599999,Clerical and Administrative Workers nec,partial
4312,631112,Office Cashier,partial
4313,551311,Payroll Clerk,partial
4321,591113,Purchasing Officer,partial
4321,591115,Stock Clerk,exact
4321,591116,Warehouse Administrator,exact
4321,591117,Order Clerk,exact
4321,712922,Weighbridge Operator,exact
4321,741111,Storeperson,partial
4322,312911,Maintenance Planner,exact
4322,591112,Production Clerk,partial
4323,552314,Statistical Clerk,partial
4323,561911,Classified Advertising Clerk,partial
4323,561999,Clerical and Office Support Workers nec,partial
4323,591112,Production Clerk,partial
4323,591211,Despatching and Receiving Clerk,exact
4323,599999,Clerical and Administrative Workers nec,partial
4323,631112,Office Cashier,partial
4411,599711,Library Assistant,exact
4412,561212,Postal Delivery Officer,partial
4412,561411,Mail Clerk,exact
4412,561412,Postal Sorting Officer,exact
4412,732111,Delivery Driver,partial
4413,212412,Newspaper or Periodical Editor,partial
4413,552314,Statistical Clerk,partial
4413,561911,Classified Advertising Clerk,partial
4413,561999,Clerical and Office Support Workers nec,partial
4413,599913,Proof Reader,partial
4413,599999,Clerical and Administrative Workers nec,partial
4413,631112,Office Cashier,partial
4414,552314,Statistical Clerk,partial
4414,561911,Classified Advertising Clerk,partial
4414,561999,Clerical and Office Support Workers nec,partial
4414,599999,Clerical and Administrative Workers nec,partial
4414,631112,Office Cashier,partial
4415,561311,Filing or Registry Clerk,partial
4416,599411,Human Resource Clerk,partial
4419,552314,Statistical Clerk,partial
4419,561911,Classified Advertising Clerk,partial
4419,561999,Clerical and Office Support Workers nec,partial
4419,599999,Clerical and Administrative Workers nec,partial
4419,631112,Office Cashier,partial
5111,451711,Flight Attendant,exact
5111,451799,Travel Attendants nec,exact
5112,599599,Inspectors and Regulatory Officers nec,partial
5112,639412,Transport Conductor,partial
5112,899917,Railways Assistant,partial
5113,451411,Gallery or Museum Guide,exact
5113,451412,Tour Guide,exact
5120,351411,Cook,exact
5131,431211,Cafe Worker,partial
5131,431511,Waiter,partial
5131,621511,Retail Supervisor,partial
5132,431111,Bar Attendant,partial
5132,431112,Barista,exact
5141,391111,Hairdresser,partial
5142,399514,Make Up Artist,exact
5142,451111,Beauty Therapist,partial
5142,451512,Weight Loss Consultant,exact
5142,451812,Hair or Beauty Salon Assistant,exact
5142,621111,Sales Assistant (General),partial
5151,431411,Hotel Service Manager,partial
5151,811211,Commercial Cleaner,partial
5151,811411,Commercial Housekeeper,partial
5152,141911,Bed and Breakfast Operator,exact
5152,451899,Personal Service Workers nec,partial
5152,811412,Domestic Housekeeper,exact
5153,899111,Caretaker,exact
5161,451899,Personal Service Workers nec,partial
5162,451899,Personal Service Workers nec,partial
5163,451311,Funeral Director,exact
5163,451399,Funeral Workers nec,exact
5163,731199,Automobile Drivers nec,partial
5164,361111,Dog Handler or Trainer,exact
5164,361112,Horse Trainer,exact
5164,361113,Pet Groomer,exact
5164,361114,Zookeeper,exact
5164,361115,Kennel Hand,exact
5164,361199,Animal Attendants and Trainers nec,partial
5164,361311,Veterinary Nurse,partial
5165,451211,Driving Instructor,exact
5169,431999,Hospitality Workers nec,partial
5169,451811,Civil Celebrant,exact
5169,451813,Sex Worker or Escort,exact
5169,451815,First Aid Trainer,exact
5169,451899,Personal Service Workers nec,partial
5211,621711,Cash Van Salesperson,partial
5211,621713,Street Vendor,partial
5212,621711,Cash Van Salesperson,partial
5212,621713,Street Vendor,partial
5221,141111,Cafe or Restaurant Manager,partial
5221,142111,Retail Manager (General),partial
5221,142112,Antique Dealer,partial
5221,142113,Betting Agency Manager,partial
5221,142114,Hair or Beauty Salon Manager,partial
5221,142115,Post Office Manager,partial
5222,621511,Retail Supervisor,partial
5223,621111,Sales Assistant (General),partial
5223,621211,ICT Sales Assistant,exact
5223,621311,Motor Vehicle or Caravan Salesperson,exact
5223,621312,Motor Vehicle Parts Interpreter / Automotive Parts Salesperson,exact
5223,621411,Pharmacy Sales Assistant,exact
5230,631111,Checkout Operator,partial
5230,631112,Office Cashier,partial
5230,639411,Ticket Seller,partial
5230,899711,Vending Machine Attendant,partial
5230,899921,Ticket Collector or Usher,partial
5241,639111,Model,exact
5242,639112,Sales Demonstrator,exact
5243,621712,Door-to-door Salesperson,exact
5244,639311,Telemarketer,exact
5245,621611,Service Station Attendant,exact
5245,631111,Checkout Operator,partial
5246,431211,Cafe Worker,partial
5246,621111,Sales Assistant (General),partial
5249,621912,Rental Salesperson,exact
5249,621999,Sales Assistants and Salespersons nec,exact
5249,639212,Wool Buyer,partial
5249,639412,Transport Conductor,partial
5249,639911,Other Sales Support Worker,partial
5311,411711,Community Worker,partial
5311,411715,Residential Care Officer,partial
5311,421111,Child Care Worker,partial
5311,421112,Family Day Care Worker,partial
5311,421113,Nanny,exact
5311,421114,Out of School Hours Care Worker,exact
5311,422115,Preschool Aide,exact
5311,423411,Child or Youth Residential Care Assistant,partial
5311,423412,Hostel Parent,exact
5312,422111,Aboriginal and Torres Strait Islander Education Worker,exact
5312,422112,Integration Aide,exact
5312,422113,Kaiāwhina Kohanga Reo (Māori Language Nest Assistant),exact
5312,422114,Kaiāwhina Kura Kaupapa Māori (Māori-medium School Assistant),exact
5312,422116,Teachers' Aide,exact
5321,423111,Aged or Disabled Carer,partial
5321,423312,Nursing Support Worker,exact
5321,423313,Personal Care Assistant,partial
5322,423111,Aged or Disabled Carer,partial
5329,311216,Pathology Collector / Phlebotomist,exact
5329,423211,Dental Assistant,partial
5329,423311,Hospital Orderly,exact
5329,451899,Personal Service Workers nec,partial
5329,711411,Photographic Developer and Printer,partial
5329,711914,Sterilisation Technician,exact
5411,441212,Fire Fighter,exact
5412,441311,Detective,partial
5412,441312,Police Officer,partial
5413,442111,Prison Officer,exact
5414,442211,"Alarm, Security or Surveillance Monitor",exact
5414,442212,Armoured Car Escort,exact
5414,442213,Crowd Controller,exact
5414,442215,Retail Loss Prevention Officer,exact
5414,442217,Security Officer,partial
5419,234314,Park Ranger,partial
5419,441211,Emergency Service Worker,exact
5419,442216,Security Consultant,partial
5419,442299,Security Officers and Guards nec,partial
5419,452414,Lifeguard,exact
5419,452499,Sportspersons nec,partial
5419,599517,Train Examiner,partial
5419,599518,Transport Operations Inspector,partial
5419,599599,Inspectors and Regulatory Officers nec,partial
5419,821611,Railway Track Worker,partial
5419,899913,Crossing Supervisor,exact
5419,899923,Road Traffic Controller,exact
6111,121211,Cotton Grower,partial
6111,121212,Flower Grower,partial
6111,121213,Fruit or Nut Grower,partial
6111,121214,"Grain, Oilseed or Pasture Grower  / Field Crop Grower",partial
6111,121217,Sugar Cane Grower,partial
6111,121218,Turf Grower,partial
6111,121221,Vegetable Grower (Aus) / Market Gardener (NZ),partial
6111,121299,Crop Farmers nec,partial
6111,841211,Fruit or Nut Farm Worker,partial
6111,841213,"Grain, Oilseed or Pasture Farm Worker (Aus) / Field Crop Farm Worker (NZ)",partial
6111,841214,Vegetable Farm Worker (Aus) / Market Garden Worker (NZ),partial
6111,841299,Crop Farm Workers nec,partial
6111,841611,Mixed Crop and Livestock Farm Worker,partial
6112,121212,Flower Grower,partial
6112,121213,Fruit or Nut Grower,partial
6112,121215,Grape Grower,partial
6112,121216,Mixed Crop Farmer,partial
6112,121218,Turf Grower,partial
6112,121221,Vegetable Grower (Aus) / Market Gardener (NZ),partial
6112,121299,Crop Farmers nec,partial
6112,841211,Fruit or Nut Farm Worker,partial
6112,841214,Vegetable Farm Worker (Aus) / Market Garden Worker (NZ),partial
6112,841216,Vineyard Worker,partial
6112,841299,Crop Farm Workers nec,partial
6112,841611,Mixed Crop and Livestock Farm Worker,partial
6113,121212,Flower Grower,partial
6113,121213,Fruit or Nut Grower,partial
6113,121216,Mixed Crop Farmer,partial
6113,121218,Turf Grower,partial
6113,121221,Vegetable Grower (Aus) / Market Gardener (NZ),partial
6113,121299,Crop Farmers nec,partial
6113,362211,Gardener (General),exact
6113,362212,Arborist,partial
6113,362213,Landscape Gardener,partial
6113,362311,Greenkeeper,partial
6113,362411,Nurseryperson,exact
6113,841211,Fruit or Nut Farm Worker,partial
6113,841214,Vegetable Farm Worker (Aus) / Market Garden Worker (NZ),partial
6114,121212,Flower Grower,partial
6114,121213,Fruit or Nut Grower,partial
6114,121216,Mixed Crop Farmer,partial
6114,121218,Turf Grower,partial
6114,121221,Vegetable Grower (Aus) / Market Gardener (NZ),partial
6114,121299,Crop Farmers nec,partial
6114,121411,Mixed Crop and Livestock Farmer,partial
6114,841211,Fruit or Nut Farm Worker,partial
6114,841214,Vegetable Farm Worker (Aus) / Market Garden Worker (NZ),partial
6114,841299,Crop Farm Workers nec,partial
6114,841611,Mixed Crop and Livestock Farm Worker,partial
6121,121312,Beef Cattle Farmer,partial
6121,121313,Dairy Cattle Farmer,partial
6121,121314,Deer Farmer,partial
6121,121315,Goat Farmer,partial
6121,121316,Horse Breeder,partial
6121,121317,Mixed Livestock Farmer,partial
6121,121318,Pig Farmer,partial
6121,121321,Poultry Farmer,partial
6121,121322,Sheep Farmer,partial
6121,121399,Livestock Farmers nec,partial
6121,361211,Shearer,exact
6121,841511,Beef Cattle Farm Worker,partial
6121,841512,Dairy Cattle Farm Worker,partial
6121,841513,Mixed Livestock Farm Worker,partial
6121,841514,Poultry Farm Worker,partial
6121,841515,Sheep Farm Worker,partial
6121,841516,Stablehand,partial
6121,841599,Livestock Farm Workers nec,partial
6122,121321,Poultry Farmer,partial
6122,841513,Mixed Livestock Farm Worker,partial
6122,841514,Poultry Farm Worker,partial
6123,121311,Apiarist,partial
6123,121314,Deer Farmer,partial
6123,121317,Mixed Livestock Farmer,partial
6123,121399,Livestock Farmers nec,partial
6129,121314,Deer Farmer,partial
6129,121317,Mixed Livestock Farmer,partial
6129,121321,Poultry Farmer,partial
6129,121399,Livestock Farmers nec,partial
6129,841513,Mixed Livestock Farm Worker,partial
6129,841514,Poultry Farm Worker,partial
6130,121216,Mixed Crop Farmer,partial
6130,121411,Mixed Crop and Livestock Farmer,partial
6130,841611,Mixed Crop and Livestock Farm Worker,partial
6210,721112,Logging Plant Operator,partial
6210,841311,Forestry Worker,partial
6210,841312,Logging Assistant,partial
6210,841313,Tree Faller,partial
6210,899999,Labourers nec,partial
6221,121111,Aquaculture Farmer,partial
6221,841111,Aquaculture Worker,partial
6222,231211,Master Fisher,partial
6222,899212,Fishing Hand,partial
6223,231211,Master Fisher,partial
6223,899212,Fishing Hand,partial
6224,841911,Hunter-Trapper,partial
6224,841999,"Farm, Forestry and Garden Workers nec",partial
7111,133112,Project Builder,partial
7111,821412,Home Improvement Installer,partial
7112,331111,Bricklayer,exact
7113,331112,Stonemason,exact
7114,332111,Floor Finisher,partial
7114,821211,Concreter,partial
7115,331211,Carpenter and Joiner,partial
7115,331212,Carpenter,exact
7115,331213,Joiner,exact
7115,399111,Boat Builder and Repairer,partial
7115,399112,Shipwright,partial
7115,399999,Technicians and Trades Workers nec,partial
7115,821412,Home Improvement Installer,partial
7119,821412,Home Improvement Installer,partial
7119,821712,Scaffolder,exact
7121,333311,Roof Tiler,exact
7121,334115,Roof Plumber,partial
7122,332111,Floor Finisher,partial
7122,333411,Wall and Floor Tiler,exact
7122,821211,Concreter,partial
7123,333211,Fibrous Plasterer,exact
7123,333212,Solid Plasterer,exact
7124,821411,Building Insulation Installer,partial
7124,821913,Lagger,exact
7125,333111,Glazier,exact
7125,899412,Autoglazier,exact
7126,334111,Plumber (General),partial
7126,334112,Airconditioning and Mechanical Services Plumber,exact
7126,334113,Drainer / Drainlayer,exact
7126,334114,Gasfitter,partial
7126,334115,Roof Plumber,partial
7126,821111,Builder's Labourer,partial
7127,342111,Airconditioning and Refrigeration Mechanic,exact
7131,332211,Painting Trades Worker,exact
7132,324311,Vehicle Painter,exact
7132,711211,Industrial Spraypainter,exact
7133,711913,Sand Blaster,partial
7133,811211,Commercial Cleaner,partial
7133,811699,Cleaners nec,partial
7211,322114,Metal Casting Trades Worker,exact
7212,322311,Metal Fabricator,partial
7212,322312,Pressure Welder,exact
7212,322313,Welder (First Class) (Aus) / Welder (NZ),exact
7212,323213,Fitter-Welder,exact
7212,712311,Engineering Production Worker,partial
7213,322211,Sheetmetal Trades Worker,exact
7213,322311,Metal Fabricator,partial
7213,323113,Aircraft Maintenance Engineer (Structures),exact
7213,324111,Panelbeater,exact
7213,324211,Vehicle Body Builder,exact
7213,399111,Boat Builder and Repairer,partial
7213,399999,Technicians and Trades Workers nec,partial
7213,712311,Engineering Production Worker,partial
7214,322311,Metal Fabricator,partial
7214,399112,Shipwright,partial
7214,821714,Structural Steel Erector,exact
7215,399111,Boat Builder and Repairer,partial
7215,399112,Shipwright,partial
7215,399999,Technicians and Trades Workers nec,partial
7215,821711,Construction Rigger,exact
7221,322111,Blacksmith,exact
7221,322113,Farrier,exact
7222,323312,Gunsmith,exact
7222,323313,Locksmith,exact
7222,323315,Saw Doctor,partial
7222,323411,Engineering Patternmaker,exact
7222,323412,Toolmaker,exact
7223,323211,Fitter (General),partial
7223,323212,Fitter and Turner,exact
7223,323214,Metal Machinist (First Class),exact
7223,712311,Engineering Production Worker,partial
7224,322115,Metal Polisher,exact
7224,323315,Saw Doctor,partial
7224,712311,Engineering Production Worker,partial
7231,321211,Motor Mechanic (General),partial
7231,321212,Diesel Motor Mechanic,partial
7231,321213,Motorcycle Mechanic,exact
7231,321214,Small Engine Mechanic,partial
7231,899411,Motor Vehicle Parts and Accessories Fitter (General),exact
7231,899413,Exhaust and Muffler Repairer,exact
7231,899414,Radiator Repairer,exact
7231,899415,Tyre Fitter,exact
7232,323111,Aircraft Maintenance Engineer (Avionics),partial
7232,323112,Aircraft Maintenance Engineer (Mechanical),partial
7233,323211,Fitter (General),partial
7233,323215,"Textile, Clothing and Footwear Mechanic",exact
7233,323299,Metal Fitters and Machinists nec,partial
7233,399999,Technicians and Trades Workers nec,partial
7234,399999,Technicians and Trades Workers nec,partial
7234,899911,Bicycle Mechanic,exact
7311,323314,Precision Instrument Maker and Repairer,exact
7311,323316,Watch and Clock Maker and Repairer,exact
7312,399515,Musical Instrument Maker or Repairer,exact
7313,399411,Jeweller,exact
7314,211412,Potter or Ceramic Artist,partial
7315,399914,Optical Mechanic,partial
7315,399999,Technicians and Trades Workers nec,partial
7316,323311,Engraver,exact
7316,399611,Signwriter,exact
7317,211499,Visual Arts and Crafts Professionals nec,partial
7317,394299,Wood Machinists and Other Wood Trades Workers nec,exact
7318,211499,Visual Arts and Crafts Professionals nec,partial
7319,211499,Visual Arts and Crafts Professionals nec,partial
7321,392211,Graphic Pre-press Trades Worker,exact
7322,392112,Screen Printer,exact
7322,392311,Printing Machinist,exact
7322,392312,Small Offset Printer,exact
7322,899511,Printer's Assistant,exact
7323,392111,Print Finisher,exact
7323,899512,Printing Table Worker,exact
7411,341111,Electrician (General),partial
7411,341112,Electrician (Special Class),partial
7412,321111,Automotive Electrician,partial
7412,341111,Electrician (General),partial
7412,341112,Electrician (Special Class),partial
7412,341113,Lift Mechanic,exact
7413,342211,Electrical Linesworker / Electrical Line Mechanic,exact
7413,342212,Technical Cable Jointer,exact
7421,323111,Aircraft Maintenance Engineer (Avionics),partial
7421,323112,Aircraft Maintenance Engineer (Mechanical),partial
7421,342311,Business Machine Mechanic,exact
7421,342313,Electronic Equipment Trades Worker,exact
7421,342314,Electronic Instrument Trades Worker (General),exact
7421,342315,Electronic Instrument Trades Worker (Special Class),exact
7422,313111,Hardware Technician,exact
7422,313199,ICT Support Technicians nec,partial
7422,342411,Cabler (Data and Telecommunications),exact
7422,342412,Telecommunications Cable Jointer,exact
7422,342413,Telecommunications Linesworker / Telecommunications Line Mechanic,exact
7422,342414,Telecommunications Technician,exact
7511,351211,Butcher or Smallgoods Maker,exact
7511,831211,Meat Boner and Slicer,exact
7511,831212,Slaughterer,exact
7511,831311,Meat Process Worker,partial
7511,831312,Poultry Process Worker,partial
7511,831313,Seafood Process Worker,partial
7512,351111,Baker,exact
7512,351112,Pastrycook,exact
7512,831113,Confectionery Maker,partial
7513,831114,Dairy Products Maker,partial
7513,831199,Food and Drink Factory Workers nec,partial
7514,831114,Dairy Products Maker,partial
7514,831199,Food and Drink Factory Workers nec,partial
7515,831114,Dairy Products Maker,partial
7515,831199,Food and Drink Factory Workers nec,partial
7515,839312,Product Grader,partial
7515,839313,Product Tester,partial
7516,831114,Dairy Products Maker,partial
7516,831199,Food and Drink Factory Workers nec,partial
7521,711313,Sawmilling Operator,partial
7521,711314,Other Wood Processing Machine Operator,partial
7521,712999,Stationary Plant Operators nec,partial
7522,394111,Cabinetmaker,partial
7522,394211,Furniture Finisher,exact
7522,394212,Picture Framer,exact
7523,394213,Wood Machinist,exact
7523,394214,Wood Turner,exact
7531,393213,Dressmaker or Tailor,exact
7531,393299,Clothing Trades Workers nec,partial
7532,393211,Apparel Cutter,exact
7532,393212,Clothing Patternmaker,exact
7532,393299,Clothing Trades Workers nec,partial
7533,393111,Canvas Goods Fabricator,exact
7533,393112,Leather Goods Maker,partial
7533,393113,Sail Maker,exact
7534,324212,Vehicle Trimmer,exact
7534,393311,Upholsterer,exact
7535,399999,Technicians and Trades Workers nec,partial
7535,711711,Footwear Production Machine Operator,partial
7535,711712,Hide and Skin Processing Machine Operator,partial
7535,711713,Knitting Machine Operator,partial
7535,711714,Textile Dyeing and Finishing Machine Operator,partial
7535,711715,Weaving Machine Operator,partial
7535,711716,Yarn Carding and Spinning Machine Operator,partial
7535,711799,Textile and Footwear Production Machine Operators nec,partial
7535,839212,Rubber Factory Worker,partial
7535,839913,Clay Processing Factory Worker,partial
7535,839915,Footwear Factory Worker,partial
7535,839917,Hide and Skin Processing Worker,partial
7535,839999,Factory Process Workers nec,partial
7536,393112,Leather Goods Maker,partial
7536,393114,Shoemaker,exact
7541,399911,Diver,exact
7542,712213,Shot Firer,exact
7543,399917,Wool Classer,exact
7543,399999,Technicians and Trades Workers nec,partial
7543,839311,Product Examiner,exact
7543,839312,Product Grader,partial
7543,839313,Product Tester,partial
7544,841911,Hunter-Trapper,partial
7544,841913,Pest Controller,exact
7544,841999,"Farm, Forestry and Garden Workers nec",partial
7549,362111,Florist,exact
7549,399914,Optical Mechanic,partial
7549,399999,Technicians and Trades Workers nec,partial
8111,712211,Driller,partial
8111,712212,Miner,exact
8112,712913,Cement Production Plant Operator,partial
8112,712999,Stationary Plant Operators nec,partial
8113,712211,Driller,partial
8114,711112,Concrete Products Machine Operator,exact
8114,711114,Stone Processing Machine Operator,exact
8114,711199,"Clay, Concrete, Glass and Stone Processing Machine Operators nec",partial
8114,711912,Motion Picture Projectionist,partial
8114,711999,Machine Operators nec,partial
8114,712913,Cement Production Plant Operator,partial
8114,712914,Concrete Batching Plant Operator,exact
8114,712915,Concrete Pump Operator,exact
8114,712999,Stationary Plant Operators nec,partial
8121,712311,Engineering Production Worker,partial
8122,322112,Electroplater,exact
8122,711913,Sand Blaster,partial
8122,712311,Engineering Production Worker,partial
8131,711911,Chemical Production Machine Operator,exact
8132,399915,Photographer's Assistant,partial
8132,711199,"Clay, Concrete, Glass and Stone Processing Machine Operators nec",partial
8132,711411,Photographic Developer and Printer,partial
8132,711912,Motion Picture Projectionist,partial
8132,711999,Machine Operators nec,partial
8141,711516,Rubber Production Machine Operator,exact
8142,399111,Boat Builder and Repairer,partial
8142,399999,Technicians and Trades Workers nec,partial
8142,711511,Plastic Cablemaking Machine Operator,exact
8142,711512,Plastic Compounding and Reclamation Machine Operator,exact
8142,711513,Plastics Fabricator or Welder,exact
8142,711514,Plastics Production Machine Operator (General),exact
8142,711515,Reinforced Plastic and Composite Production Worker,exact
8142,711599,Plastics and Rubber Production Machine Operators nec,exact
8143,711311,Paper Products Machine Operator,partial
8143,712916,Paper and Pulp Mill Operator,partial
8151,711711,Footwear Production Machine Operator,partial
8151,711712,Hide and Skin Processing Machine Operator,partial
8151,711713,Knitting Machine Operator,partial
8151,711714,Textile Dyeing and Finishing Machine Operator,partial
8151,711715,Weaving Machine Operator,partial
8151,711716,Yarn Carding and Spinning Machine Operator,partial
8151,711799,Textile and Footwear Production Machine Operators nec,partial
8152,711711,Footwear Production Machine Operator,partial
8152,711712,Hide and Skin Processing Machine Operator,partial
8152,711713,Knitting Machine Operator,partial
8152,711714,Textile Dyeing and Finishing Machine Operator,partial
8152,711715,Weaving Machine Operator,partial
8152,711716,Yarn Carding and Spinning Machine Operator,partial
8152,711799,Textile and Footwear Production Machine Operators nec,partial
8153,711611,Sewing Machinist,exact
8154,711711,Footwear Production Machine Operator,partial
8154,711712,Hide and Skin Processing Machine Operator,partial
8154,711713,Knitting Machine Operator,partial
8154,711714,Textile Dyeing and Finishing Machine Operator,partial
8154,711715,Weaving Machine Operator,partial
8154,711716,Yarn Carding and Spinning Machine Operator,partial
8154,711799,Textile and Footwear Production Machine Operators nec,partial
8155,711711,Footwear Production Machine Operator,partial
8155,711712,Hide and Skin Processing Machine Operator,partial
8155,711713,Knitting Machine Operator,partial
8155,711714,Textile Dyeing and Finishing Machine Operator,partial
8155,711715,Weaving Machine Operator,partial
8155,711716,Yarn Carding and Spinning Machine Operator,partial
8155,711799,Textile and Footwear Production Machine Operators nec,partial
8156,711711,Footwear Production Machine Operator,partial
8156,711712,Hide and Skin Processing Machine Operator,partial
8156,711713,Knitting Machine Operator,partial
8156,711714,Textile Dyeing and Finishing Machine Operator,partial
8156,711715,Weaving Machine Operator,partial
8156,711716,Yarn Carding and Spinning Machine Operator,partial
8156,711799,Textile and Footwear Production Machine Operators nec,partial
8157,811511,Laundry Worker (General),partial
8157,811512,Drycleaner,partial
8157,811513,Ironer or Presser,partial
8159,711711,Footwear Production Machine Operator,partial
8159,711712,Hide and Skin Processing Machine Operator,partial
8159,711713,Knitting Machine Operator,partial
8159,711714,Textile Dyeing and Finishing Machine Operator,partial
8159,711715,Weaving Machine Operator,partial
8159,711716,Yarn Carding and Spinning Machine Operator,partial
8159,711799,Textile and Footwear Production Machine Operators nec,partial
8160,831111,Baking Factory Worker,exact
8160,831112,Brewery Worker,exact
8160,831113,Confectionery Maker,partial
8160,831114,Dairy Products Maker,partial
8160,831115,Fruit and Vegetable Factory Worker,exact
8160,831116,Grain Mill Worker,exact
8160,831117,Sugar Mill Worker,exact
8160,831118,Winery Cellar Hand,exact
8160,831199,Food and Drink Factory Workers nec,partial
8160,831311,Meat Process Worker,partial
8160,831312,Poultry Process Worker,partial
8160,831313,Seafood Process Worker,partial
8171,711311,Paper Products Machine Operator,partial
8171,712916,Paper and Pulp Mill Operator,partial
8172,711313,Sawmilling Operator,partial
8172,711314,Other Wood Processing Machine Operator,partial
8172,712999,Stationary Plant Operators nec,partial
8181,711111,Clay Products Machine Operator,exact
8181,711113,Glass Production Machine Operator,exact
8182,712911,Boiler or Engine Operator,exact
8183,832111,Chocolate Packer,partial
8183,832112,Container Filler,partial
8183,832113,Fruit and Vegetable Packer,partial
8183,832114,Meat Packer,partial
8183,832115,Seafood Packer,partial
8183,832199,Packers nec,partial
8189,711199,"Clay, Concrete, Glass and Stone Processing Machine Operators nec",partial
8189,711912,Motion Picture Projectionist,partial
8189,711999,Machine Operators nec,partial
8189,712913,Cement Production Plant Operator,partial
8189,712999,Stationary Plant Operators nec,partial
8189,721912,Linemarker,exact
8211,832211,Product Assembler,partial
8212,832211,Product Assembler,partial
8219,832211,Product Assembler,partial
8311,731311,Train Driver,partial
8312,712917,Railway Signal Operator,partial
8312,712918,Train Controller,exact
8321,561211,Courier,partial
8321,732111,Delivery Driver,partial
8322,411111,Ambulance Officer,partial
